,regio1,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,cellar,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,typeOfFlat,noRooms,floor,numberOfFloors,garden,regio2,ID,Tipologia_Affitti,Tipologia_Propieta
214527,Nordrhein_Westfalen,False,True,720.0,1971.0,1.0,True,False,26,80.0,Mülheim_an_der_Ruhr,well_kept,normal,no,Geitlingstr.,Geitlingstr.,False,roof_storey,2.0,4.0,4.0,False,Mülheim_an_der_Ruhr,4235,economico,
214619,Nordrhein_Westfalen,False,True,1115.0,1968.0,1.0,False,True,9,98.0,Rheinisch_Bergischer_Kreis,well_kept,normal,no,P&uuml;tzweg,Pützweg,False,apartment,3.0,1.0,2.0,True,Rheinisch_Bergischer_Kreis,4236,medio,trilocale
214646,Nordrhein_Westfalen,False,True,575.0,1828.0,1.0,True,False,72,77.37,Viersen_Kreis,well_kept,normal,no,Hochstra&szlig;e,Hochstraße,False,maisonette,2.5,2.0,2.0,False,Viersen_Kreis,4237,economico,
214702,Nordrhein_Westfalen,False,True,980.0,1965.0,1.0,False,True,39,108.0,Aachen_Kreis,fully_renovated,sophisticated,no,D&uuml;rener Stra&szlig;e,Dürener_Straße,False,apartment,3.0,1.0,2.0,False,Aachen_Kreis,4238,costoso,
214732,Nordrhein_Westfalen,False,True,1300.0,1995.0,1.0,True,True,13,102.0,Krefeld,well_kept,sophisticated,no,Am Eickerhof,Am_Eickerhof,False,ground_floor,3.0,0.0,2.0,True,Krefeld,4239,costoso,
214763,Nordrhein_Westfalen,False,True,1640.0,1964.0,1.0,True,True,11,110.0,Köln,well_kept,sophisticated,negotiable,Auf der Ruhr,Auf_der_Ruhr_,True,apartment,3.0,1.0,5.0,False,Köln,4240,costoso,
214769,Nordrhein_Westfalen,False,True,685.0,1987.0,1.0,False,False,6,63.74,Recklinghausen_Kreis,well_kept,normal,negotiable,Am Hammbach,Am_Hammbach,False,apartment,2.0,2.0,3.0,False,Recklinghausen_Kreis,4241,medio,bilocale
214798,Nordrhein_Westfalen,False,False,460.0,1911.0,0.0,False,False,34,59.0,Essen,fully_renovated,normal,negotiable,Schonnebeckh&ouml;fe,Schonnebeckhöfe,False,roof_storey,2.0,3.0,3.0,False,Essen,4242,economico,bilocale
214803,Nordrhein_Westfalen,False,True,820.0,2000.0,1.0,True,True,5,70.0,Leverkusen,first_time_use_after_refurbishment,sophisticated,negotiable,L&ouml;chergraben,Löchergraben,False,ground_floor,2.0,0.0,2.0,True,Leverkusen,4243,medio,
214808,Nordrhein_Westfalen,False,True,806.0,1953.0,1.0,False,False,47,75.79,Krefeld,mint_condition,sophisticated,negotiable,Friedrichstra&szlig;e,Friedrichstraße,False,apartment,2.0,1.0,3.0,False,Krefeld,4244,economico,
214810,Nordrhein_Westfalen,False,True,1384.0,2003.0,1.0,False,True,22,84.0,Köln,well_kept,normal,negotiable,Piusstra&szlig;e,Piusstraße,False,ground_floor,3.0,0.0,4.0,False,Köln,4245,medio,trilocale
215060,Nordrhein_Westfalen,False,True,490.0,1964.0,1.0,False,False,9,49.0,Gelsenkirchen,well_kept,normal,negotiable,Florastra&szlig;e,Florastraße,True,apartment,1.0,2.0,10.0,True,Gelsenkirchen,4246,economico,monolocale
215067,Nordrhein_Westfalen,True,True,985.0,2018.0,1.0,False,True,155,72.9,Duisburg,first_time_use,luxury,yes,D&uuml;sseldorfer Landstra&szlig;e,Düsseldorfer_Landstraße,True,apartment,2.0,1.0,2.0,False,Duisburg,4247,costoso,
215121,Nordrhein_Westfalen,False,True,1178.0,1995.0,2.0,True,True,49,102.0,Rhein_Sieg_Kreis,fully_renovated,sophisticated,yes,Kapellenstr.,Kapellenstr.,False,maisonette,3.0,2.0,2.0,False,Rhein_Sieg_Kreis,4248,costoso,
215164,Nordrhein_Westfalen,False,True,640.0,1980.0,1.0,False,True,4,82.0,Recklinghausen_Kreis,modernized,sophisticated,negotiable,Rottstrasse,Rottstrasse,False,apartment,3.5,1.0,3.0,False,Recklinghausen_Kreis,4249,medio,
215177,Nordrhein_Westfalen,False,True,1088.0,1974.0,1.0,False,True,177 A,105.0,Bochum,fully_renovated,sophisticated,negotiable,Oberstr.,Oberstr.,False,apartment,3.5,1.0,2.0,False,Bochum,4250,costoso,
215190,Nordrhein_Westfalen,False,True,1106.0,1984.0,2.0,False,True,5,101.0,Bonn,fully_renovated,normal,negotiable,Hans-Grade-Stra&szlig;e,Hans-Grade-Straße,False,apartment,3.0,1.0,4.0,False,Bonn,4251,medio,
215207,Nordrhein_Westfalen,True,True,920.0,2019.0,1.0,False,True,43,77.0,Paderborn_Kreis,first_time_use,sophisticated,no,Benhauser Stra&szlig;e,Benhauser_Straße,False,maisonette,3.0,0.0,2.0,False,Paderborn_Kreis,4252,medio,trilocale
215223,Nordrhein_Westfalen,True,True,1189.95,2017.0,1.0,False,True,11,81.98,Bonn,first_time_use,sophisticated,no,Friedrich-W&ouml;hler-Stra&szlig;e,Friedrich-Wöhler-Straße,True,apartment,3.0,3.0,4.0,False,Bonn,4253,medio,trilocale
215292,Nordrhein_Westfalen,False,True,1410.0,2014.0,1.0,True,True,113,122.0,Recklinghausen_Kreis,mint_condition,sophisticated,yes,DORSTENER STR.,DORSTENER_STR.,True,terraced_flat,3.5,2.0,4.0,False,Recklinghausen_Kreis,4254,costoso,
215449,Nordrhein_Westfalen,False,True,786.0,1987.0,1.0,False,False,31,72.78,Recklinghausen_Kreis,well_kept,normal,negotiable,Juliusstra&szlig;e,Juliusstraße,True,apartment,3.0,2.0,8.0,False,Recklinghausen_Kreis,4255,medio,trilocale
215497,Nordrhein_Westfalen,False,True,950.0,2013.0,1.0,False,True,17,73.9,Rheinisch_Bergischer_Kreis,mint_condition,sophisticated,negotiable,Willy-Brandt-Str.,Willy-Brandt-Str.,True,half_basement,2.0,-1.0,3.0,False,Rheinisch_Bergischer_Kreis,4256,economico,
215624,Nordrhein_Westfalen,False,True,1730.0,2008.0,1.0,True,True,28,92.0,Köln,mint_condition,luxury,negotiable,Kart&auml;userwall,Kartäuserwall,True,penthouse,3.0,4.0,4.0,False,Köln,4257,costoso,trilocale
215722,Nordrhein_Westfalen,True,True,1020.0,2019.0,1.0,True,True,9,58.0,Bonn,first_time_use,sophisticated,no,Jonas-Cahn-Stra&szlig;e,Jonas-Cahn-Straße,True,apartment,2.0,2.0,3.0,True,Bonn,4258,medio,bilocale
215790,Nordrhein_Westfalen,True,True,756.0,2018.0,1.0,True,True,25,50.45,Bochum,mint_condition,luxury,no,Friedrich-Harkortstr.,Friedrich-Harkortstr.,True,ground_floor,2.0,0.0,3.0,True,Bochum,4259,economico,bilocale
215907,Nordrhein_Westfalen,False,True,600.0,1990.0,1.0,False,True,4,70.0,Heinsberg_Kreis,fully_renovated,sophisticated,no,Sch&uuml;tzenstra&szlig;e,Schützenstraße,False,maisonette,2.0,3.0,3.0,False,Heinsberg_Kreis,4260,economico,
215919,Nordrhein_Westfalen,False,True,965.0,2005.0,1.0,False,True,182,90.0,Solingen,mint_condition,sophisticated,negotiable,Altenhoferstr.,Altenhoferstr.,False,apartment,3.0,1.0,3.0,False,Solingen,4261,medio,trilocale
215940,Nordrhein_Westfalen,False,True,800.0,1968.0,1.0,True,False,51,120.0,Heinsberg_Kreis,well_kept,normal,negotiable,Hochstra&szlig;e,Hochstraße_,False,apartment,4.0,1.0,1.0,False,Heinsberg_Kreis,4262,medio,
216019,Nordrhein_Westfalen,False,True,1429.0,2014.0,1.0,False,True,32,114.4,Gelsenkirchen,mint_condition,luxury,negotiable,Dickampstr.,Dickampstr.,True,penthouse,3.0,5.0,5.0,False,Gelsenkirchen,4263,costoso,
216044,Nordrhein_Westfalen,True,True,2200.0,2017.0,1.0,False,True,36,150.0,Münster,first_time_use,sophisticated,no,Wilhelmstra&szlig;e,Wilhelmstraße,True,penthouse,4.0,3.0,3.0,False,Münster,4264,costoso,
216087,Nordrhein_Westfalen,False,True,1090.0,2002.0,1.0,False,True,10,90.0,Recklinghausen_Kreis,mint_condition,sophisticated,no,Hukesteinstr.,Hukesteinstr.,True,apartment,3.5,2.0,3.0,False,Recklinghausen_Kreis,4265,costoso,
216166,Nordrhein_Westfalen,False,True,750.0,1964.0,1.0,False,True,9,92.0,Heinsberg_Kreis,well_kept,normal,negotiable,Eschenbroich,Eschenbroich,False,ground_floor,3.0,1.0,3.0,False,Heinsberg_Kreis,4266,medio,trilocale
216173,Nordrhein_Westfalen,False,True,520.0,1960.0,1.0,True,False,33,70.48,Euskirchen_Kreis,well_kept,normal,negotiable,Auf dem Schelles,Auf_dem_Schelles,False,roof_storey,4.0,1.0,2.0,False,Euskirchen_Kreis,4267,economico,
216215,Nordrhein_Westfalen,True,True,1012.2,2018.0,1.0,False,True,40,77.0,Dortmund,first_time_use,sophisticated,negotiable,Gotthelfstr.,Gotthelfstr.,True,apartment,2.0,2.0,4.0,False,Dortmund,4268,medio,
216298,Nordrhein_Westfalen,False,True,510.0,1962.0,1.0,False,True,220,56.26,Dortmund,refurbished,normal,negotiable,Bayrische Str.,Bayrische_Str.,True,apartment,2.0,2.0,5.0,False,Dortmund,4269,economico,bilocale
216337,Nordrhein_Westfalen,False,True,575.0,1965.0,1.0,False,False,11,67.0,Dortmund,fully_renovated,normal,no,Leopold-Sch&uuml;tte-Str.,Leopold-Schütte-Str.,False,half_basement,2.0,-1.0,2.0,False,Dortmund,4270,economico,bilocale
216342,Nordrhein_Westfalen,False,True,1295.0,1974.0,1.0,True,True,11,133.0,Essen,fully_renovated,sophisticated,negotiable,Honnschaftenstr.,Honnschaftenstr.,False,maisonette,4.5,2.0,2.0,True,Essen,4271,costoso,per famiglie
216393,Nordrhein_Westfalen,False,True,680.0,1971.0,1.0,False,True,1,76.2,Lippe_Kreis,first_time_use_after_refurbishment,sophisticated,negotiable,Dachsstr.,Dachsstr.,False,apartment,3.0,2.0,4.0,False,Lippe_Kreis,4272,economico,trilocale
216489,Nordrhein_Westfalen,False,True,945.0,1979.0,1.0,False,True,93,101.0,Bielefeld,well_kept,normal,no,Hauptstr.,Hauptstr.,True,apartment,3.0,1.0,3.0,False,Bielefeld,4273,medio,
216570,Nordrhein_Westfalen,False,True,456.0,1984.0,0.0,True,False,76,38.0,Münster,well_kept,normal,no,Wiedehagen,Wiedehagen,False,apartment,2.0,2.0,3.0,True,Münster,4274,economico,
216631,Nordrhein_Westfalen,True,True,1599.0,2019.0,1.0,False,False,83a,120.0,Aachen,first_time_use,luxury,negotiable,S&uuml;sterfeldstra&szlig;e,Süsterfeldstraße,True,penthouse,2.0,5.0,5.0,False,Aachen,4275,costoso,
216644,Nordrhein_Westfalen,True,True,1430.0,2019.0,1.0,True,True,6,108.0,Solingen,first_time_use,sophisticated,no,Eschenweg,Eschenweg,True,apartment,3.0,2.0,3.0,True,Solingen,4276,costoso,
216649,Nordrhein_Westfalen,False,True,1247.0,1975.0,1.0,False,True,49,93.0,Köln,well_kept,normal,negotiable,Ostlandstra&szlig;e,Ostlandstraße,False,apartment,3.0,8.0,9.0,False,Köln,4277,medio,trilocale
216842,Nordrhein_Westfalen,False,False,850.0,1968.0,1.0,False,True,7,76.0,Oberhausen,first_time_use_after_refurbishment,luxury,negotiable,Olbergsholz,Olbergsholz,False,roof_storey,3.5,2.0,2.0,True,Oberhausen,4278,medio,
216857,Nordrhein_Westfalen,False,False,990.0,1905.0,0.0,True,True,66,50.0,Düsseldorf,mint_condition,sophisticated,no,Geibelstr.,Geibelstr.,False,apartment,2.0,1.0,3.0,False,Düsseldorf,4279,economico,bilocale
216858,Nordrhein_Westfalen,False,False,550.0,1990.0,1.0,False,True,33,63.0,Steinfurt_Kreis,fully_renovated,normal,negotiable,F&auml;rberstrasse,Färberstrasse,False,apartment,3.0,2.0,2.0,False,Steinfurt_Kreis,4280,economico,
216902,Nordrhein_Westfalen,False,True,1193.52,2018.0,1.0,True,True,8,57.3,Köln,mint_condition,sophisticated,no,Reiterstaffelplatz,Reiterstaffelplatz,True,apartment,2.0,1.0,4.0,False,Köln,4281,medio,bilocale
216913,Nordrhein_Westfalen,False,True,1363.0,2016.0,1.0,True,False,70,81.0,Düsseldorf,mint_condition,sophisticated,negotiable,Witzelstrasse,Witzelstrasse,True,apartment,3.0,3.0,4.0,False,Düsseldorf,4282,medio,trilocale
217045,Nordrhein_Westfalen,True,True,1080.0,2019.0,1.0,False,True,4,85.0,Köln,first_time_use,sophisticated,negotiable,Krausbergweg,Krausbergweg,False,other,4.0,1.0,3.0,True,Köln,4283,economico,
217068,Nordrhein_Westfalen,False,True,565.0,2005.0,1.0,False,True,311,54.66,Wesel_Kreis,mint_condition,sophisticated,no,R&ouml;merstra&szlig;e,Römerstraße,False,apartment,2.0,1.0,2.0,False,Wesel_Kreis,4284,economico,bilocale
217107,Nordrhein_Westfalen,False,True,1260.0,2017.0,1.0,True,True,61,108.0,Bielefeld,mint_condition,sophisticated,negotiable,Oststra&szlig;e,Oststraße,True,apartment,3.0,1.0,3.0,False,Bielefeld,4285,costoso,
217133,Nordrhein_Westfalen,False,False,1180.0,1880.0,1.0,True,False,2i,78.0,Köln,first_time_use,sophisticated,no,Donatusweg,Donatusweg,False,roof_storey,1.0,1.0,1.0,True,Köln,4286,medio,
217149,Nordrhein_Westfalen,False,False,467.0,1930.0,1.0,False,False,263,56.7,Wuppertal,modernized,normal,no,Hahnerberger Str.,Hahnerberger_Str.,False,apartment,2.0,1.0,4.0,False,Wuppertal,4287,economico,bilocale
217173,Nordrhein_Westfalen,False,True,870.0,1994.0,1.0,True,True,107,87.01,Aachen_Kreis,modernized,sophisticated,negotiable,Lindener Stra&szlig;e,Lindener_Straße,False,apartment,3.0,2.0,3.0,False,Aachen_Kreis,4288,medio,trilocale
217269,Nordrhein_Westfalen,False,False,599.0,1956.0,1.0,False,True,87,75.0,Mülheim_an_der_Ruhr,fully_renovated,normal,negotiable,Eppinghofer Stra&szlig;e,Eppinghofer_Straße,False,roof_storey,3.0,3.0,3.0,False,Mülheim_an_der_Ruhr,4289,economico,trilocale
217375,Nordrhein_Westfalen,False,True,584.0,1999.0,0.0,False,True,4,62.0,Aachen_Kreis,well_kept,normal,no,Dorfstr.,Dorfstr.,False,apartment,2.0,1.0,3.0,False,Aachen_Kreis,4290,economico,bilocale
217381,Nordrhein_Westfalen,False,True,825.0,1994.0,1.0,False,True,8,66.0,Düsseldorf,well_kept,normal,negotiable,Hermann-Dornscheidt-Str.,Hermann-Dornscheidt-Str.,False,roof_storey,2.0,3.0,3.0,True,Düsseldorf,4291,economico,bilocale
217480,Nordrhein_Westfalen,False,True,469.0,1965.0,1.0,False,True,6,66.75,Mettmann_Kreis,fully_renovated,normal,negotiable,Heidekamp,Heidekamp,True,apartment,2.0,1.0,7.0,False,Mettmann_Kreis,4292,economico,bilocale
217501,Nordrhein_Westfalen,False,True,1040.0,1999.0,1.0,False,True,30a,105.0,Wuppertal,mint_condition,sophisticated,negotiable,Am Engelnberg,Am_Engelnberg,False,maisonette,4.0,4.0,4.0,False,Wuppertal,4293,costoso,
217513,Nordrhein_Westfalen,False,True,1020.0,1910.0,4.0,False,False,491,105.0,Herne,first_time_use_after_refurbishment,normal,negotiable,Mont-Cenis-Str.,Mont-Cenis-Str.,False,ground_floor,3.0,1.0,1.0,False,Herne,4294,costoso,
217542,Nordrhein_Westfalen,False,True,1080.0,1994.0,1.0,False,True,83,91.0,Rhein_Sieg_Kreis,well_kept,sophisticated,negotiable,Kurt-Schumacher-Stra&szlig;e,Kurt-Schumacher-Straße,True,maisonette,4.0,3.0,3.0,False,Rhein_Sieg_Kreis,4295,costoso,
217573,Nordrhein_Westfalen,False,True,720.0,1977.0,1.0,True,True,6,70.0,Essen,well_kept,normal,no,Moselstr.,Moselstr.,True,penthouse,2.5,5.0,5.0,False,Essen,4296,economico,
217776,Nordrhein_Westfalen,False,False,640.0,1987.0,1.0,True,True,4,64.0,Rhein_Erft_Kreis,well_kept,normal,negotiable,Stommeler Str.,Stommeler_Str.,False,roof_storey,3.0,3.0,3.0,False,Rhein_Erft_Kreis,4297,economico,
217944,Nordrhein_Westfalen,False,False,623.0,1971.0,1.0,True,False,22,54.2,Bielefeld,first_time_use_after_refurbishment,normal,no,Gaudigstra&szlig;e,Gaudigstraße,False,roof_storey,2.0,3.0,3.0,False,Bielefeld,4298,economico,bilocale
217995,Nordrhein_Westfalen,False,True,920.0,1984.0,1.0,False,True,94,84.0,Wuppertal,first_time_use_after_refurbishment,sophisticated,negotiable,Schulweg,Schulweg,False,apartment,3.0,2.0,3.0,False,Wuppertal,4299,medio,trilocale
218027,Nordrhein_Westfalen,True,True,1340.0,2020.0,1.0,False,True,61,80.88,Münster,first_time_use,sophisticated,no,Grevener Str.,Grevener_Str.,True,apartment,3.0,2.0,4.0,False,Münster,4300,costoso,trilocale
218058,Nordrhein_Westfalen,False,False,510.0,1966.0,1.0,True,True,23,50.0,Essen,modernized,normal,negotiable,Posenerstr.,Posenerstr.,False,roof_storey,2.0,2.0,2.0,True,Essen,4301,economico,bilocale
218088,Nordrhein_Westfalen,False,False,715.0,2008.0,1.0,True,True,0,90.0,Mönchengladbach,fully_renovated,sophisticated,negotiable,Lermenchesweg,Lermenchesweg,False,roof_storey,3.5,2.0,3.0,False,Mönchengladbach,4302,economico,
218149,Nordrhein_Westfalen,False,True,2400.0,1935.0,1.0,True,True,63,240.0,Mönchengladbach,mint_condition,luxury,negotiable,Brucknerallee,Brucknerallee,False,terraced_flat,4.0,0.0,2.0,True,Mönchengladbach,4303,costoso,
218254,Nordrhein_Westfalen,False,False,500.0,1968.0,1.0,True,True,63,45.0,Aachen,mint_condition,sophisticated,no,Rudolfstrasse,Rudolfstrasse,False,apartment,2.5,1.0,5.0,False,Aachen,4304,economico,
218293,Nordrhein_Westfalen,False,True,420.0,2011.0,1.0,False,True,61,37.6,Aachen_Kreis,mint_condition,luxury,no,Atherstrasse,Atherstrasse,False,apartment,1.0,1.0,2.0,False,Aachen_Kreis,4305,economico,monolocale
218326,Nordrhein_Westfalen,True,True,990.0,2019.0,1.0,False,True,2,105.0,Euskirchen_Kreis,first_time_use,sophisticated,no,Im Weidenp&uuml;tzgarten 2,Im_Weidenpützgarten_2,False,ground_floor,4.0,0.0,2.0,False,Euskirchen_Kreis,4306,costoso,
218328,Nordrhein_Westfalen,False,True,1920.0,2005.0,1.0,False,True,8a,179.0,Mettmann_Kreis,well_kept,sophisticated,negotiable,Eickelscheidt,Eickelscheidt_,False,maisonette,5.0,2.0,4.0,True,Mettmann_Kreis,4307,costoso,per famiglie
218331,Nordrhein_Westfalen,False,False,410.0,1910.0,1.0,False,False,15,50.71,Herne,well_kept,normal,negotiable,Poststr.,Poststr.,False,apartment,2.0,2.0,3.0,False,Herne,4308,economico,bilocale
218355,Nordrhein_Westfalen,False,True,730.0,1999.0,1.0,False,False,98,84.16,Bottrop,well_kept,normal,negotiable,Heimkannst.,Heimkannst.,False,apartment,3.5,1.0,3.0,False,Bottrop,4309,medio,
218356,Nordrhein_Westfalen,False,True,570.0,2013.0,1.0,False,True,4,57.0,Warendorf_Kreis,mint_condition,sophisticated,no,Gartenstra&szlig;e,Gartenstraße,True,apartment,2.0,1.0,2.0,False,Warendorf_Kreis,4310,economico,bilocale
218558,Nordrhein_Westfalen,False,True,820.0,1964.0,1.0,False,True,88,100.0,Dortmund,well_kept,normal,negotiable,Meylanstra&szlig;e,Meylanstraße,False,apartment,4.0,1.0,3.0,False,Dortmund,4311,economico,
218586,Nordrhein_Westfalen,True,True,1090.0,2019.0,1.0,False,True,24,63.0,Düsseldorf,mint_condition,sophisticated,negotiable,Am Holunderbusch,Am_Holunderbusch,True,apartment,2.0,3.0,4.0,False,Düsseldorf,4312,economico,bilocale
218651,Nordrhein_Westfalen,False,True,940.0,2014.0,1.0,False,True,22,80.0,Neuss_Rhein_Kreis,mint_condition,sophisticated,no,Burgstra&szlig;e,Burgstraße,False,roof_storey,3.0,2.0,2.0,False,Neuss_Rhein_Kreis,4313,medio,trilocale
218698,Nordrhein_Westfalen,False,True,772.0,1973.0,1.0,True,True,2 G,70.0,Rhein_Erft_Kreis,well_kept,normal,negotiable,Waldstra&szlig;e,Waldstraße,True,roof_storey,2.0,5.0,5.0,False,Rhein_Erft_Kreis,4314,economico,
218801,Nordrhein_Westfalen,False,False,650.0,1970.0,1.0,False,False,37,75.0,Essen,refurbished,normal,negotiable,Berkenberg,Berkenberg,False,roof_storey,2.0,3.0,3.0,True,Essen,4315,economico,
218816,Nordrhein_Westfalen,False,True,625.0,1975.0,1.0,False,True,29,70.0,Hagen,well_kept,normal,no,B&uuml;ddingstr.,Büddingstr.,False,roof_storey,3.0,2.0,2.0,False,Hagen,4316,medio,trilocale
218951,Nordrhein_Westfalen,False,False,720.0,1964.0,1.0,False,True,44a,112.0,Märkischer_Kreis,well_kept,sophisticated,no,J&uuml;bergstr.,Jübergstr.,False,roof_storey,3.5,1.0,2.0,True,Märkischer_Kreis,4317,medio,
219009,Nordrhein_Westfalen,False,True,945.0,1900.0,2.0,False,True,13,118.0,Soest_Kreis,negotiable,normal,no,Grandweg,Grandweg,False,apartment,5.0,2.0,3.0,False,Soest_Kreis,4318,costoso,per famiglie
219049,Nordrhein_Westfalen,False,True,875.0,1896.0,1.0,True,True,25,91.1,Essen,mint_condition,sophisticated,negotiable,Im Haferfeld,Im_Haferfeld,False,apartment,4.0,2.0,3.0,False,Essen,4319,medio,
219247,Nordrhein_Westfalen,False,False,666.0,1920.0,0.0,False,True,2,90.0,Hagen,first_time_use_after_refurbishment,sophisticated,negotiable,M&auml;rkische Stra&szlig;e,Märkische_Straße,False,ground_floor,3.0,0.0,4.0,False,Hagen,4320,medio,trilocale
219256,Nordrhein_Westfalen,False,True,635.0,1985.0,1.0,False,True,50,69.0,Paderborn_Kreis,fully_renovated,luxury,no,F&uuml;rstenallee,Fürstenallee,False,roof_storey,2.0,2.0,3.0,False,Paderborn_Kreis,4321,economico,bilocale
219279,Nordrhein_Westfalen,False,True,770.0,1964.0,1.0,False,True,9,76.0,Rheinisch_Bergischer_Kreis,refurbished,normal,negotiable,W&uuml;stenhof,Wüstenhof,False,apartment,3.0,2.0,2.0,True,Rheinisch_Bergischer_Kreis,4322,economico,trilocale
219293,Nordrhein_Westfalen,False,True,1053.78,2015.0,1.0,False,True,16,81.06,Köln,first_time_use,normal,negotiable,Nachtigallenstra&szlig;e,Nachtigallenstraße,True,ground_floor,2.0,1.0,4.0,False,Köln,4323,economico,
219352,Nordrhein_Westfalen,True,True,1549.0,2019.0,1.0,True,True,10,124.67,Mönchengladbach,first_time_use,sophisticated,yes,An der Fliescherm&uuml;hle,An_der_Flieschermühle,True,penthouse,4.0,6.0,6.0,True,Mönchengladbach,4324,costoso,
219423,Nordrhein_Westfalen,False,True,715.0,2015.0,1.0,False,True,2,55.0,Wesel_Kreis,first_time_use,luxury,negotiable,Freiherr-vom-Stein-Stra&szlig;e,Freiherr-vom-Stein-Straße,True,apartment,2.5,1.0,3.0,False,Wesel_Kreis,4325,medio,
219463,Nordrhein_Westfalen,False,True,502.0,1960.0,1.0,False,True,16,69.87,Ennepe_Ruhr_Kreis,well_kept,normal,negotiable,Droste-H&uuml;lshoff-Stra&szlig;e,Droste-Hülshoff-Straße,False,apartment,2.5,1.0,2.0,True,Ennepe_Ruhr_Kreis,4326,economico,
219548,Nordrhein_Westfalen,False,False,460.0,1960.0,1.0,False,True,3,57.0,Hagen,well_kept,normal,negotiable,B&ouml;hmerwiese,Böhmerwiese,False,apartment,3.0,2.0,2.0,False,Hagen,4327,economico,
219628,Nordrhein_Westfalen,False,True,787.0,2008.0,1.0,False,True,73,77.71,Ennepe_Ruhr_Kreis,well_kept,normal,negotiable,Bergstra&szlig;e,Bergstraße,False,ground_floor,2.0,0.0,2.0,False,Ennepe_Ruhr_Kreis,4328,medio,
219632,Nordrhein_Westfalen,False,True,830.0,1994.0,2.0,False,True,40,85.0,Rheinisch_Bergischer_Kreis,well_kept,normal,negotiable,Friedrichstra&szlig;e,Friedrichstraße,True,ground_floor,3.0,0.0,3.0,True,Rheinisch_Bergischer_Kreis,4329,economico,trilocale
219634,Nordrhein_Westfalen,False,True,1678.0,2015.0,1.0,True,True,9,64.0,Düsseldorf,mint_condition,luxury,no,Toulouser Allee,Toulouser_Allee,True,apartment,2.0,3.0,18.0,False,Düsseldorf,4330,costoso,bilocale
219638,Nordrhein_Westfalen,False,True,1270.0,1961.0,2.0,True,False,23,120.0,Borken_Kreis,refurbished,sophisticated,negotiable,Theresienstra&szlig;e,Theresienstraße,False,roof_storey,4.5,1.0,3.0,False,Borken_Kreis,4331,costoso,per famiglie
219649,Nordrhein_Westfalen,True,True,1080.0,2019.0,1.0,False,False,1a,90.0,Rhein_Erft_Kreis,first_time_use,sophisticated,no,Bussardstra&szlig;e,Bussardstraße,False,ground_floor,3.0,0.0,3.0,False,Rhein_Erft_Kreis,4332,medio,trilocale
219662,Nordrhein_Westfalen,False,True,570.0,1956.0,0.0,False,False,1,59.8,Neuss_Rhein_Kreis,fully_renovated,normal,negotiable,Berliner Platz,Berliner_Platz_,False,apartment,2.0,2.0,5.0,False,Neuss_Rhein_Kreis,4333,economico,bilocale
219745,Nordrhein_Westfalen,False,True,1322.5,1985.0,1.0,False,True,5,75.0,Köln,fully_renovated,sophisticated,no,Unter den Ulmen,Unter_den_Ulmen,True,apartment,2.0,2.0,4.0,True,Köln,4334,medio,
219840,Nordrhein_Westfalen,False,True,1177.0,2016.0,1.0,True,True,3,93.0,Heinsberg_Kreis,mint_condition,luxury,negotiable,Tongerenweg,Tongerenweg,True,roof_storey,3.0,2.0,2.0,False,Heinsberg_Kreis,4335,costoso,trilocale
220119,Nordrhein_Westfalen,False,True,705.0,1993.0,1.0,False,True,114,98.0,Heinsberg_Kreis,well_kept,normal,no,Deichstra&szlig;e,Deichstraße,False,ground_floor,3.0,1.0,3.0,True,Heinsberg_Kreis,4336,medio,trilocale
220161,Nordrhein_Westfalen,False,True,790.0,1981.0,1.0,False,True,42,81.46,Mönchengladbach,well_kept,normal,no,Borrengasse,Borrengasse,False,apartment,3.0,1.0,3.0,False,Mönchengladbach,4337,economico,trilocale
220244,Nordrhein_Westfalen,False,True,750.0,1973.0,1.0,False,True,27,78.0,Hagen,fully_renovated,sophisticated,negotiable,Ruhreckstr.,Ruhreckstr.,False,roof_storey,3.0,2.0,3.0,False,Hagen,4338,medio,trilocale
220252,Nordrhein_Westfalen,False,True,1160.0,1984.0,1.0,False,True,20,82.0,Köln,fully_renovated,normal,no,Leipziger Stra&szlig;e,Leipziger_Straße,True,apartment,3.0,1.0,8.0,False,Köln,4339,medio,trilocale
220319,Nordrhein_Westfalen,False,False,750.0,1954.0,0.0,True,True,47,50.0,Wuppertal,fully_renovated,normal,no,Kluser H&ouml;he,Kluser_Höhe,False,ground_floor,2.0,0.0,4.0,True,Wuppertal,4340,medio,bilocale
220362,Nordrhein_Westfalen,False,True,665.0,1997.0,2.0,True,True,22,72.0,Duisburg,well_kept,sophisticated,no,Auf dem Dudel,Auf_dem_Dudel,False,apartment,2.5,1.0,2.0,False,Duisburg,4341,medio,
220395,Nordrhein_Westfalen,False,True,560.0,1997.0,1.0,False,True,21,60.5,Heinsberg_Kreis,well_kept,normal,negotiable,Schierwaldenrather Str.,Schierwaldenrather_Str.,False,roof_storey,2.0,3.0,3.0,True,Heinsberg_Kreis,4342,economico,bilocale
220405,Nordrhein_Westfalen,False,False,920.0,1964.0,1.0,True,False,12,65.0,Köln,fully_renovated,normal,negotiable,Am Frankenhain,Am_Frankenhain,False,ground_floor,2.0,0.0,1.0,False,Köln,4343,economico,bilocale
